track_id,race_date,race_number,program_number,weight_carried,jockey,odds
AQU,2019-01-04,5,1  ,120,Jose Lezcano,1380
AQU,2019-01-04,5,2  ,113,Joey R. Martinez,710
AQU,2019-01-04,5,3  ,124,Dylan Davis,105
AQU,2019-01-04,5,4  ,120,Junior Alvarado,390
AQU,2019-01-04,5,5  ,120,Manuel Franco,460
AQU,2019-01-04,5,6  ,115,Reylu Gutierrez,640
AQU,2019-01-04,6,1  ,119,Jose Lezcano,1230
AQU,2019-01-04,6,2  ,123,Junior Alvarado,710
AQU,2019-01-04,6,3  ,119,Manuel Franco,235
AQU,2019-01-04,6,4  ,121,Christopher P. DeCarlo,4775
AQU,2019-01-04,6,5  ,121,Dylan Davis,205
AQU,2019-01-04,6,6  ,114,Reylu Gutierrez,240
AQU,2019-01-04,6,7  ,112,Benjamin Hernandez,1500
AQU,2019-01-04,7,1A ,119,Andre Shivnarine Worrie,2050
AQU,2019-01-04,7,2  ,119,Rajiv Maragh,730
AQU,2019-01-04,7,4  ,119,Jose Lezcano,750
AQU,2019-01-04,7,5  ,119,Eric Cancel,190
AQU,2019-01-04,7,6  ,121,Manuel Franco,195
AQU,2019-01-04,7,7  ,119,Junior Alvarado,330
AQU,2019-01-04,8,1  ,121,Dylan Davis,1130
AQU,2019-01-04,8,2  ,112,Heman K. Harkie,2900
AQU,2019-01-04,8,3  ,121,Manuel Franco,40
AQU,2019-01-04,8,4  ,121,Jorge M. Perez,550
AQU,2019-01-04,8,6  ,121,Luis R. Reyes,5975
AQU,2019-01-04,8,7  ,121,Michael J. Luzzi,2925
AQU,2019-01-04,8,8  ,114,Benjamin Hernandez,460
AQU,2019-01-05,1,1  ,121,Luis R. Reyes,175
AQU,2019-01-05,1,3  ,121,Eric Cancel,530
AQU,2019-01-05,1,4  ,121,Manuel Franco,220
AQU,2019-01-05,1,5  ,114,Joey R. Martinez,2725
AQU,2019-01-05,1,6  ,121,Dalton Brown,5050
AQU,2019-01-05,1,8  ,121,Rajiv Maragh,220
AQU,2019-01-05,2,1  ,122,Manuel Franco,240
AQU,2019-01-05,2,2  ,120,Dyn Panell,2925
AQU,2019-01-05,2,3  ,122,Jose Lezcano,2525
AQU,2019-01-05,2,4  ,117,Reylu Gutierrez,205
AQU,2019-01-05,2,5  ,120,Junior Alvarado,155
AQU,2019-01-05,2,6  ,122,David Cohen,770
AQU,2019-01-05,3,1  ,120,Dylan Davis,180
AQU,2019-01-05,3,2  ,120,Hector Rafael Diaz Jr.,900
AQU,2019-01-05,3,4  ,120,Dalton Brown,5900
AQU,2019-01-05,3,5  ,120,Manuel Franco,570
AQU,2019-01-05,3,6  ,120,Jose Lezcano,560
AQU,2019-01-05,3,7  ,120,Junior Alvarado,135
AQU,2019-01-05,4,1A ,121,Dylan Davis,540
AQU,2019-01-05,4,2  ,121,Manuel Franco,355
AQU,2019-01-05,4,3  ,121,Christopher P. DeCarlo,900
AQU,2019-01-05,4,4  ,121,Samuel Jimenez,2975
AQU,2019-01-05,4,5  ,121,Rajiv Maragh,1730
AQU,2019-01-05,4,6  ,121,Eric Cancel,640
AQU,2019-01-05,4,7  ,121,David Cohen,385
AQU,2019-01-05,4,8  ,121,Jose Lezcano,240
AQU,2019-01-05,5,1  ,121,Dylan Davis,870
AQU,2019-01-05,5,2  ,119,Manuel Franco,1400
AQU,2019-01-05,5,3  ,119,Michael J. Luzzi,1240
AQU,2019-01-05,5,4  ,119,Jose Lezcano,315
AQU,2019-01-05,5,5  ,112,Benjamin Hernandez,255
AQU,2019-01-05,5,6  ,119,Junior Alvarado,130
AQU,2019-01-05,6,1  ,115,Reylu Gutierrez,2875
AQU,2019-01-05,6,11 ,120,Dylan Davis,1790
AQU,2019-01-05,6,2  ,120,Manuel Franco,790
AQU,2019-01-05,6,3  ,120,Junior Alvarado,90
AQU,2019-01-05,6,5  ,120,Rafael Manuel Hernandez,7225
AQU,2019-01-05,6,6  ,120,Eric Cancel,760
AQU,2019-01-05,6,7  ,120,Jose Lezcano,1210
AQU,2019-01-05,6,8  ,120,Rajiv Maragh,1600
AQU,2019-01-05,6,9  ,120,Michael J. Luzzi,375
AQU,2019-01-05,7,1  ,121,Rajiv Maragh,285
AQU,2019-01-05,7,2  ,121,Christopher P. DeCarlo,750
AQU,2019-01-05,7,3  ,123,Dylan Davis,940
AQU,2019-01-05,7,5  ,118,Reylu Gutierrez,4700
AQU,2019-01-05,7,6  ,121,Junior Alvarado,275
AQU,2019-01-05,7,7  ,121,Manuel Franco,385
AQU,2019-01-05,7,8  ,123,Jose Lezcano,335
AQU,2019-01-05,8,10 ,118,Rajiv Maragh,190
AQU,2019-01-05,8,2  ,118,Christopher P. DeCarlo,2400
AQU,2019-01-05,8,3  ,120,Manuel Franco,170
AQU,2019-01-05,8,4  ,118,Dylan Davis,3975
AQU,2019-01-05,8,5  ,118,Reylu Gutierrez,2280
AQU,2019-01-05,8,6  ,118,Sheldon Russell,1170
AQU,2019-01-05,8,7  ,120,Jose Lezcano,550
AQU,2019-01-05,8,8  ,120,David Cohen,600
AQU,2019-01-05,9,1  ,123,Eric Cancel,590
AQU,2019-01-05,9,10 ,121,Dylan Davis,215
AQU,2019-01-05,9,5  ,116,Benjamin Hernandez,610
AQU,2019-01-05,9,6  ,121,Manuel Franco,120
AQU,2019-01-05,9,7  ,121,Michael J. Luzzi,1360
AQU,2019-01-05,9,8  ,123,Luis R. Reyes,3800
AQU,2019-01-05,9,9  ,116,Reylu Gutierrez,1900
AQU,2019-01-06,1,2  ,121,Hector Rafael Diaz Jr.,305
AQU,2019-01-06,1,3  ,123,Manuel Franco,250
AQU,2019-01-06,1,4  ,123,Jose Lezcano,70
AQU,2019-01-06,1,6  ,121,Eric Cancel,1200
AQU,2019-01-06,2,1  ,123,Jose Lezcano,100
AQU,2019-01-06,2,3  ,123,Andre Shivnarine Worrie,660
AQU,2019-01-06,2,4  ,123,Dylan Davis,240
AQU,2019-01-06,2,5  ,121,Edward Escobar,510
AQU,2019-01-06,2,6  ,123,Michael J. Luzzi,810
AQU,2019-01-06,3,2  ,121,Edward Escobar,5650
AQU,2019-01-06,3,3  ,121,Dylan Davis,210
AQU,2019-01-06,3,4  ,121,Rajiv Maragh,480
AQU,2019-01-06,3,5  ,115,Kevin Carmona,160
AQU,2019-01-06,3,6  ,116,Reylu Gutierrez,275
AQU,2019-01-06,3,7  ,121,Luis R. Reyes,2800
AQU,2019-01-06,4,1  ,119,Jose Lezcano,105
AQU,2019-01-06,4,2  ,119,Manuel Franco,620
AQU,2019-01-06,4,4  ,119,Dylan Davis,420
AQU,2019-01-06,4,5  ,122,Michael J. Luzzi,2230
AQU,2019-01-06,4,6  ,117,Reylu Gutierrez,200
AQU,2019-01-06,5,1  ,120,Manuel Franco,165
AQU,2019-01-06,5,2  ,120,Andre Shivnarine Worrie,2050
AQU,2019-01-06,5,3  ,115,Reylu Gutierrez,2340
AQU,2019-01-06,5,4  ,120,Dylan Davis,480
AQU,2019-01-06,5,5  ,120,Hector Rafael Diaz Jr.,1050
AQU,2019-01-06,5,6  ,120,Michael J. Luzzi,600
AQU,2019-01-06,5,7  ,120,Eric Cancel,340
AQU,2019-01-06,5,8  ,120,Harry Hernandez,830
AQU,2019-01-06,6,1  ,123,Dylan Davis,870
AQU,2019-01-06,6,2  ,121,Luis R. Reyes,365
AQU,2019-01-06,6,3  ,121,Manuel Franco,120
AQU,2019-01-06,6,4  ,123,Hector Rafael Diaz Jr.,1010
AQU,2019-01-06,6,5  ,124,Charlie Amaro,4375
AQU,2019-01-06,6,6  ,123,Eric Cancel,580
AQU,2019-01-06,6,7  ,116,Reylu Gutierrez,660
AQU,2019-01-06,6,8  ,123,Rajiv Maragh,2400
AQU,2019-01-06,7,1  ,112,Joey R. Martinez,6050
AQU,2019-01-06,7,2  ,120,Manuel Franco,740
AQU,2019-01-06,7,3  ,120,Junior Alvarado,120
AQU,2019-01-06,7,4  ,114,Reylu Gutierrez,110
AQU,2019-01-06,7,5  ,111,Benjamin Hernandez,1860
AQU,2019-01-06,7,6  ,120,Dylan Davis,1020
AQU,2019-01-06,8,1  ,119,Junior Alvarado,480
AQU,2019-01-06,8,2  ,121,Eric Cancel,1220
AQU,2019-01-06,8,3  ,119,Manuel Franco,215
AQU,2019-01-06,8,4  ,114,Reylu Gutierrez,375
AQU,2019-01-06,8,5  ,123,Andre Shivnarine Worrie,3000
AQU,2019-01-06,8,6  ,119,Luis R. Reyes,820
AQU,2019-01-06,8,7  ,121,Michael J. Luzzi,2750
AQU,2019-01-06,8,8  ,123,Dylan Davis,890
AQU,2019-01-06,8,9  ,119,Edwin Rivera,590
AQU,2019-01-10,1,1  ,125,Luis A. Rodriguez Castro,940
AQU,2019-01-10,1,1A ,125,Jorge M. Perez,940
AQU,2019-01-10,1,2  ,123,Junior Alvarado,90
AQU,2019-01-10,1,3  ,125,Manuel Franco,195
AQU,2019-01-10,1,4  ,125,Eric Cancel,1010
AQU,2019-01-10,1,5  ,123,Dylan Davis,560
AQU,2019-01-10,2,1  ,123,Michael J. Luzzi,1440
AQU,2019-01-10,2,2  ,123,Manuel Franco,410
AQU,2019-01-10,2,3  ,123,Junior Alvarado,120
AQU,2019-01-10,2,4  ,116,Benjamin Hernandez,155
AQU,2019-01-10,2,5  ,123,Rajiv Maragh,990
AQU,2019-01-10,3,1  ,116,Kevin Carmona,240
AQU,2019-01-10,3,2  ,123,Talbert Howell,3500
AQU,2019-01-10,3,3  ,123,Harry Hernandez,235
AQU,2019-01-10,3,5  ,123,Manuel Franco,195
AQU,2019-01-10,3,6  ,116,Joey R. Martinez,710
AQU,2019-01-10,3,7  ,123,Luis R. Reyes,740
AQU,2019-01-10,4,1  ,118,Reylu Gutierrez,640
AQU,2019-01-10,4,2  ,123,Michael J. Luzzi,770
AQU,2019-01-10,4,3  ,123,Dylan Davis,600
AQU,2019-01-10,4,4  ,123,Eric Cancel,420
AQU,2019-01-10,4,5  ,118,Junior Alvarado,550
AQU,2019-01-10,4,6  ,123,Christopher P. DeCarlo,115
AQU,2019-01-10,5,1  ,125,Dylan Davis,350
AQU,2019-01-10,5,2  ,123,Carlos J. Hernandez,1010
AQU,2019-01-10,5,3  ,123,Eric Cancel,1930
AQU,2019-01-10,5,4  ,125,Junior Alvarado,140
AQU,2019-01-10,5,5  ,125,Manuel Franco,245
AQU,2019-01-10,5,6  ,123,Rajiv Maragh,640
AQU,2019-01-11,1,1  ,123,Dylan Davis,420
AQU,2019-01-11,1,2  ,123,Manuel Franco,680
AQU,2019-01-11,1,3  ,123,Luis R. Reyes,5375
AQU,2019-01-11,1,4  ,123,Jose Lezcano,410
AQU,2019-01-11,1,5  ,118,Reylu Gutierrez,660
AQU,2019-01-11,1,6  ,123,Eric Cancel,85
AQU,2019-01-11,2,1  ,123,Manuel Franco,160
AQU,2019-01-11,2,2  ,123,Junior Alvarado,355
AQU,2019-01-11,2,3  ,125,Eric Cancel,2350
AQU,2019-01-11,2,4  ,125,Dylan Davis,2030
AQU,2019-01-11,2,5  ,123,Rajiv Maragh,170
AQU,2019-01-11,2,6  ,123,Jose Lezcano,640
AQU,2019-01-11,3,3  ,122,Dylan Davis,1430
AQU,2019-01-11,3,4  ,122,Rajiv Maragh,60
AQU,2019-01-11,3,5  ,115,Joey R. Martinez,1130
AQU,2019-01-11,3,6  ,122,Rafael Manuel Hernandez,720
AQU,2019-01-11,3,7  ,122,Joel Sone,4275
AQU,2019-01-11,3,8  ,122,Jose Lezcano,245
AQU,2019-01-11,4,1  ,125,Carlos J. Hernandez,3525
AQU,2019-01-11,4,2  ,125,Junior Alvarado,305
AQU,2019-01-11,4,3  ,123,Jose Lezcano,255
AQU,2019-01-11,4,5  ,125,Manuel Franco,80
AQU,2019-01-11,4,6  ,118,Reylu Gutierrez,990
AQU,2019-01-11,5,2  ,122,Luis R. Reyes,3425
AQU,2019-01-11,5,4  ,115,Benjamin Hernandez,330
AQU,2019-01-11,5,5  ,122,Dylan Davis,250
AQU,2019-01-11,5,6  ,122,Ruben Silvera,1780
AQU,2019-01-11,5,7  ,115,Kevin Carmona,2500
AQU,2019-01-11,5,8  ,122,Jose Lezcano,80
AQU,2019-01-11,6,2  ,117,Reylu Gutierrez,2650
AQU,2019-01-11,6,3  ,122,Rajiv Maragh,810
AQU,2019-01-11,6,4  ,122,Dylan Davis,1230
AQU,2019-01-11,6,5  ,126,Junior Alvarado,40
AQU,2019-01-11,6,6  ,122,Dalton Brown,4150
AQU,2019-01-11,6,7  ,122,Joel Sone,8575
AQU,2019-01-11,6,8  ,122,Harry Hernandez,1070
AQU,2019-01-11,6,9  ,126,Manuel Franco,540
AQU,2019-01-11,7,1  ,123,Jose Lezcano,560
AQU,2019-01-11,7,10 ,123,Rafael Manuel Hernandez,3175
AQU,2019-01-11,7,11 ,125,Manuel Franco,450
AQU,2019-01-11,7,2  ,125,Junior Alvarado,125
AQU,2019-01-11,7,3  ,116,Kevin Carmona,1220
AQU,2019-01-11,7,4  ,123,Dylan Davis,1050
AQU,2019-01-11,7,5  ,118,Reylu Gutierrez,890
AQU,2019-01-11,7,6  ,123,Luis R. Reyes,1810
AQU,2019-01-11,7,7  ,116,Joey R. Martinez,1550
AQU,2019-01-11,7,8  ,125,Harry Hernandez,6000
AQU,2019-01-11,8,1  ,123,Dalton Brown,5000
AQU,2019-01-11,8,10 ,116,Benjamin Hernandez,430
AQU,2019-01-11,8,11 ,116,Joey R. Martinez,2800
AQU,2019-01-11,8,1A ,113,Heman K. Harkie,5000
AQU,2019-01-11,8,2  ,123,Hector Rafael Diaz Jr.,6950
AQU,2019-01-11,8,3  ,123,Rajiv Maragh,255
AQU,2019-01-11,8,4  ,123,Luis R. Reyes,1590
AQU,2019-01-11,8,5  ,116,Cristina Bonilla,12025
AQU,2019-01-11,8,6  ,123,Harry Hernandez,2725
AQU,2019-01-11,8,7  ,123,Samuel Jimenez,3950
AQU,2019-01-11,8,8  ,123,Eric Cancel,630
AQU,2019-01-11,8,9  ,118,Reylu Gutierrez,150
AQU,2019-01-12,1,1  ,122,Manuel Franco,110
AQU,2019-01-12,1,2  ,122,Luis R. Reyes,650
AQU,2019-01-12,1,3  ,122,Rajiv Maragh,490
AQU,2019-01-12,1,4  ,122,Hector Rafael Diaz Jr.,3000
AQU,2019-01-12,1,5  ,122,Harry Hernandez,1090
AQU,2019-01-12,1,6  ,115,Benjamin Hernandez,3475
AQU,2019-01-12,1,7  ,120,Jose Lezcano,260
AQU,2019-01-12,2,1  ,121,Dylan Davis,450
AQU,2019-01-12,2,2  ,114,Joey R. Martinez,3275
AQU,2019-01-12,2,3  ,121,Manuel Franco,180
AQU,2019-01-12,2,4  ,121,Hector Rafael Diaz Jr.,870
AQU,2019-01-12,2,5  ,121,Rafael Manuel Hernandez,305
AQU,2019-01-12,2,6  ,121,Samuel Camacho Jr.,6625
AQU,2019-01-12,2,7  ,125,Luis R. Reyes,275
AQU,2019-01-12,3,2  ,125,Junior Alvarado,215
AQU,2019-01-12,3,3  ,118,Reylu Gutierrez,1460
AQU,2019-01-12,3,4  ,123,Manuel Franco,1220
AQU,2019-01-12,3,5  ,125,Jose Lezcano,265
AQU,2019-01-12,3,6  ,125,Dylan Davis,990
AQU,2019-01-12,3,7  ,116,Benjamin Hernandez,165
AQU,2019-01-12,4,1  ,122,Carlos J. Hernandez,1770
AQU,2019-01-12,4,2  ,122,Manuel Franco,260
AQU,2019-01-12,4,3  ,122,Andre Shivnarine Worrie,8025
AQU,2019-01-12,4,4  ,122,Eric Cancel,1730
AQU,2019-01-12,4,5  ,122,Jose Lezcano,60
AQU,2019-01-12,4,6  ,122,Rafael Manuel Hernandez,6825
AQU,2019-01-12,4,8  ,115,Joey R. Martinez,6025
AQU,2019-01-12,4,9  ,117,Reylu Gutierrez,550
AQU,2019-01-12,5,1  ,123,Dylan Davis,930
AQU,2019-01-12,5,2  ,123,Tzeonn Chang,5400
AQU,2019-01-12,5,3  ,118,Reylu Gutierrez,2050
AQU,2019-01-12,5,4  ,123,Jose Lezcano,330
AQU,2019-01-12,5,5  ,125,Eric Cancel,100
AQU,2019-01-12,5,6  ,123,Manuel Franco,660
AQU,2019-01-12,5,7  ,118,Benjamin Hernandez,3975
AQU,2019-01-12,5,8  ,125,Rajiv Maragh,550
AQU,2019-01-12,6,1  ,121,Harry Hernandez,6875
AQU,2019-01-12,6,2  ,123,Carlos J. Hernandez,2120
AQU,2019-01-12,6,3  ,121,Dylan Davis,910
AQU,2019-01-12,6,4  ,123,Eric Cancel,170
AQU,2019-01-12,6,5  ,121,Hector Rafael Diaz Jr.,650
AQU,2019-01-12,6,6  ,116,Joey R. Martinez,690
AQU,2019-01-12,6,7  ,121,Junior Alvarado,280
AQU,2019-01-12,6,8  ,121,Michael J. Luzzi,580
AQU,2019-01-12,7,1  ,123,Junior Alvarado,420
AQU,2019-01-12,7,10 ,123,Rajiv Maragh,5600
AQU,2019-01-12,7,11 ,123,Michael J. Luzzi,910
AQU,2019-01-12,7,2  ,125,Luis R. Reyes,2775
AQU,2019-01-12,7,3  ,123,Eric Cancel,460
AQU,2019-01-12,7,5  ,123,Dylan Davis,1840
AQU,2019-01-12,7,6  ,125,Jose Lezcano,360
AQU,2019-01-12,7,7  ,125,Manuel Franco,640
AQU,2019-01-12,7,8  ,125,David Cohen,360
AQU,2019-01-12,7,9  ,118,Reylu Gutierrez,1710
AQU,2019-01-12,8,1  ,120,Jose Lezcano,3050
AQU,2019-01-12,8,2  ,125,Junior Alvarado,115
AQU,2019-01-12,8,4  ,125,Reylu Gutierrez,3125
AQU,2019-01-12,8,5  ,121,David Cohen,1730
AQU,2019-01-12,8,6  ,120,Eric Cancel,460
AQU,2019-01-12,8,7  ,120,Rajiv Maragh,610
AQU,2019-01-12,8,8  ,120,Michael J. Luzzi,6275
AQU,2019-01-12,8,9  ,120,Manuel Franco,255
AQU,2019-01-12,9,1  ,123,Junior Alvarado,60
AQU,2019-01-12,9,10 ,123,Carlos J. Hernandez,1320
AQU,2019-01-12,9,1A ,123,Luis R. Reyes,60
AQU,2019-01-12,9,2  ,123,Dalton Brown,1620
AQU,2019-01-12,9,3  ,123,Michael J. Luzzi,590
AQU,2019-01-12,9,4  ,118,Reylu Gutierrez,4725
AQU,2019-01-12,9,5  ,123,Gavin Coetzee,8400
AQU,2019-01-12,9,6  ,113,Heman K. Harkie,1790
AQU,2019-01-12,9,7  ,116,Benjamin Hernandez,990
AQU,2019-01-12,9,8  ,123,Dylan Davis,2170
AQU,2019-01-12,9,9  ,123,Andre Shivnarine Worrie,980
AQU,2019-01-13,1,1  ,122,Jose Lezcano,420
AQU,2019-01-13,1,2  ,122,Harry Hernandez,1800
AQU,2019-01-13,1,3  ,122,Manuel Franco,20
AQU,2019-01-13,1,4  ,117,Reylu Gutierrez,2775
AQU,2019-01-13,1,5  ,122,Dylan Davis,950
AQU,2019-01-13,2,1  ,121,Dylan Davis,80
AQU,2019-01-13,2,2  ,121,Rafael Manuel Hernandez,950
AQU,2019-01-13,2,3  ,121,Eric Cancel,4225
AQU,2019-01-13,2,4  ,123,Junior Alvarado,355
AQU,2019-01-13,2,5  ,121,Hector Rafael Diaz Jr.,5400
AQU,2019-01-13,2,6  ,123,Manuel Franco,245
AQU,2019-01-13,3,1  ,123,Dylan Davis,510
AQU,2019-01-13,3,2  ,118,Reylu Gutierrez,800
AQU,2019-01-13,3,3  ,123,Rafael Manuel Hernandez,3100
AQU,2019-01-13,3,4  ,123,Manuel Franco,95
AQU,2019-01-13,3,5  ,125,Rajiv Maragh,810
AQU,2019-01-13,3,6  ,125,Eric Cancel,260
AQU,2019-01-13,4,1  ,122,Harry Hernandez,940
AQU,2019-01-13,4,2  ,115,Joey R. Martinez,740
AQU,2019-01-13,4,3  ,122,Luis R. Reyes,800
AQU,2019-01-13,4,4  ,115,Benjamin Hernandez,6050
AQU,2019-01-13,4,5  ,122,Hector Rafael Diaz Jr.,1040
AQU,2019-01-13,4,6  ,122,Junior Alvarado,65
AQU,2019-01-13,4,7  ,117,Reylu Gutierrez,810
AQU,2019-01-13,4,8  ,122,Michael J. Luzzi,1890
AQU,2019-01-13,5,1  ,116,Benjamin Hernandez,480
AQU,2019-01-13,5,2  ,116,Joey R. Martinez,1450
AQU,2019-01-13,5,3  ,113,Heman K. Harkie,6450
AQU,2019-01-13,5,4  ,125,Manuel Franco,260
AQU,2019-01-13,5,5  ,125,Hector Rafael Diaz Jr.,2900
AQU,2019-01-13,5,6  ,125,Jose Lezcano,470
AQU,2019-01-13,5,7  ,120,Reylu Gutierrez,360
AQU,2019-01-13,5,8  ,123,Andre Shivnarine Worrie,1010
AQU,2019-01-13,5,9  ,123,Ruben Silvera,550
AQU,2019-01-13,6,1  ,122,Eric Cancel,430
AQU,2019-01-13,6,2  ,122,Christopher P. DeCarlo,530
AQU,2019-01-13,6,3  ,122,Rajiv Maragh,950
AQU,2019-01-13,6,4  ,122,Jose Lezcano,1080
AQU,2019-01-13,6,5  ,122,Dylan Davis,1940
AQU,2019-01-13,6,6  ,122,Luis R. Reyes,4575
AQU,2019-01-13,6,7  ,122,Junior Alvarado,345
AQU,2019-01-13,6,8  ,122,Manuel Franco,165
AQU,2019-01-13,7,1  ,120,Reylu Gutierrez,3175
AQU,2019-01-13,7,11 ,120,Dana G. Whitney,1940
AQU,2019-01-13,7,2  ,124,Dylan Davis,110
AQU,2019-01-13,7,3  ,120,Rajiv Maragh,3750
AQU,2019-01-13,7,4  ,120,Manuel Franco,690
AQU,2019-01-13,7,5  ,120,Ruben Silvera,4450
AQU,2019-01-13,7,6  ,120,Eric Cancel,380
AQU,2019-01-13,7,7  ,120,Junior Alvarado,1260
AQU,2019-01-13,7,9  ,120,Jose Lezcano,420
AQU,2019-01-13,8,10 ,125,Junior Alvarado,680
AQU,2019-01-13,8,2  ,125,Eric Cancel,540
AQU,2019-01-13,8,3  ,125,Christopher P. DeCarlo,7425
AQU,2019-01-13,8,4  ,118,Reylu Gutierrez,190
AQU,2019-01-13,8,5  ,118,Benjamin Hernandez,1410
AQU,2019-01-13,8,6  ,123,Dylan Davis,510
AQU,2019-01-13,8,7  ,123,Samuel Camacho Jr.,5475
AQU,2019-01-13,8,8  ,125,Jose Lezcano,380
AQU,2019-01-13,8,9  ,125,Rajiv Maragh,900
AQU,2019-01-18,1,1  ,122,Manuel Franco,285
